"_id","tweet_text","tweet_lang","tweet_sentiment_value"
"595e7f468fcd022a715f7bf9","airfrance 2 bob dog shit airline. this is the one and only time u retarded wankers","en","0"
"595e7f518fcd022a715f7bfb","@vinifromparis post your @airfrance complaint on https://t.co/nbrmihdxga to hold them accountable and get results. #airlinecomplaints","en","0"
"595e80558fcd022a715f7bfe","hey @airfrance can you tell me why it's taken 9 hours and i still don't know if @maceoparker 's band member bags came on the flight?","en","0"
"595e8873745dc32c7a70a580","and to add insult to injury, @airfrance has managed to lose my sodding luggage...","en","0"
"595e8998745dc32c7a70a586","#airfrance thank you for nothing. it's 24 hours and still don't have my luggage #airbus #luggage #dololo","en","0"
"595e8a4c745dc32c7a70a588","@airfrance luggage located, but fail to comprehend how it never made it from @airfrance train to (delayed) flight from @cdg to a'dan.","en","0"
"595e8a8a745dc32c7a70a589","@skyteam get your systems integrated. this experience is crap! upgrade experience sucks @delta @airfrance #diamondmembermisery","en","0"
"595e8adb745dc32c7a70a58c","thanks @klm for kind service at @schiphol this evening re. missing bag. @airfrance could learn a lot about customer service from your staff!","en","0"
"595e91fe745dc32c7a70a59e","@natasha4mp @airfrance @maceoparker 9 hours......omg...unacceptable!","en","0"
"595e9354745dc32c7a70a5a0","#airfrance = #airchance i am not taking any chances. this was my last flight with #airfrance","en","0"
"595e981c745dc32c7a70a5ad","@airfrance i just fail to understand why bag was not transferred from strasbourg train to a'dam flight at cdg. more… https://t.co/fcsyff0hyz","en","0"
"595e98bb745dc32c7a70a5b0","air france looses by golf bag going to scotland. finds it in paris but doesn't put it next flight.
very poor","en","0"
"595e9c5f745dc32c7a70a5b5","@airfrance  fuck you i have been on the phone for 3 and a half hours and your shit service has gone bad to worse.","en","0"
"595e9cad745dc32c7a70a5b6","@airfrance just check your staff out, i flew from johannesburg to paris and 1 of your air hostesses was seriously rude and for no reason.","en","0"
"595ea0bb745dc32c7a70a5bc","i've seen air crash investigation episode of air france 447 many times &amp; every single time i have tears in my eyes &amp; anger at captain bonin!","en","0"
"595ea0fd745dc32c7a70a5be","@airfrance hope they do. seriously considering never checking in baggage on your train service from strasbourg to cdg again!","en","0"
"595ea7b2745dc32c7a70a5c9","i thought @southwestair had bad customer service but @airfrance might take the cake","en","0"
"595eaf40745dc32c7a70a5dd",". @airfrance do something :( ....","en","0"
"595eafad745dc32c7a70a5df","@_majorjr @airfrance that's trash bruh smh","en","0"
"595eb2c1745dc32c7a70a5e4","update on the lost gear. still no sign.we know the gear was at the plane. so some1 took it off. no1 is copping 2 shit. thoughts @airfrance ?","en","0"
"595eb35a745dc32c7a70a5e6","@airfrance wrong number listed on your website for af senegal baggage dept. need to find a lost item, but have no way to contact you :( :(","en","0"
"595eb39a745dc32c7a70a5e7","@airfrance very frustrating that this is the only way to contact you. your website has wrong numbers and you don't provide an email.... :(","en","0"
"595ec1d1745dc32c7a70a601","@delta customer care redeeming themselves.....bit by bit.....hope that @airfrance follow through and deals promptly with outstanding issue","en","0"
"595ec265745dc32c7a70a604","#airfrance i'm in paris and my luggage is still not here. when will i get them? @airfrance","en","0"
"595ec81f745dc32c7a70a60c","what is it @airfrance 
im having difficulties adding three (3) pieces of luggage to my trip. @alitalia has no issues w/ extra luggage ????","en","0"
"595ed598745dc32c7a70a619","we who are fighting with air france to let us carry ghana must go bags on to their flights, hiding in suitcases to come, is it new to us?","en","0"
"595eda0d745dc32c7a70a61c","@airfrance do you have any tips for getting a response from customer service? you left our infant seat and stroller at cdg","en","0"
"595eda35745dc32c7a70a61d","@airfrance we landed at home in sfo and were offered only a toddler seat for our 13 lb infant.  we have been writin… https://t.co/84zbsgisq2","en","0"
"595ee1b6745dc32c7a70a622","would be nice to opt-out of your campaigns, otherwise spam. #airfrance @flyingbluenews https://t.co/d6kfp9mtsd","en","0"
"595ee239745dc32c7a70a623","@airfrance 7 days later, an injured ankle, and two days left to my vacation. not only did i waste 2 days waiting fo… https://t.co/6mqgmds4ng","en","0"
"595ee2a7745dc32c7a70a624","@delta @airfrance my missing luggage was just the beginning of my horrid experience w/ you. first i'm late by one minute for baggage check.","en","0"
"595ee342745dc32c7a70a626","@delta @airfrance i'm transferred to another connection 4 hrs after my orig connection. get to the gate and they tell me i'm not on it.","en","0"
"595ee3b3745dc32c7a70a628","@delta @airfrance bag doesn't get on and is delayed to be delivered on the 7th day of my 9 day vacation. i wore my… https://t.co/kdigl4luh3","en","0"
"595ee3ea745dc32c7a70a629","@delta @airfrance i injure my ankle attempting to look on the bright side. i spend 150 euro on clothes and toiletries since i had none.","en","0"
"595ee4b7745dc32c7a70a62d","@delta @airfrance i've worked customer service since i was 17 and this is the worst yet. my graduation gift to me, ruined.","en","0"
"595ef3a6745dc32c7a70a638","@airfrance  @business any @business man should think many times before select @airfrance . you will lose your money one day we did.","en","0"
"595ef3d5745dc32c7a70a63a","@airfrance i will never fly @airfrance ... it was my first time and last time to book their airline.","en","0"
"595f0c65745dc32c7a70a652","boycott airfrance","en","0"
"595f1181745dc32c7a70a654","sounds familiar:@airfrance 344 on. july 2 had 1 hr delay. on july 5 af 345 is only 30mns late. but @adp need 30 mns to bring the bridge...","en","0"
"595f1659745dc32c7a70a65b","@airfrance is it ""at the earliest convenience???"" very poor customer care in airfrance","en","0"
"595f1bef745dc32c7a70a66e","@airfrance is there a toll free number to call air france corporate service. i am in canada and the agent was not helpful in canada","en","0"
"595f2d00745dc32c7a70a695","me, air europa &amp; air france are going to fight. yall are the most disfunctional airlines i've ever delt with. honestly.","en","0"
"595f3c7b745dc32c7a70a6ba","hit by 2 @airfrance cancellations in a week! ??","en","0"
"595f3f7a745dc32c7a70a6c4","told @airfrance needed to fly to paris a day later, never warned us that they would cancel our flight home from ""the move europe"" #scandal","en","0"
"595f4116745dc32c7a70a6ca","@airfrance i've private message you. i really didn't expect to experience this. please help","en","0"
"595f424f745dc32c7a70a6cf","@dragonairrblx found my missing bag. thanks craig and sandeep. no thanks @airfrance for not rerouting my baggage after your delayed flight.","en","0"
"595f530e745dc32c7a70a713","@askamex my daughter in paris @airfrance baggage just told her she shld have been 4 hours early! if she misses flight what # shld she call?","en","0"
"595f57a7745dc32c7a70a723",".@airfrance @klm plane carrying my 'delayed' bag from cdg landed at @schiphol over 12 hrs ago, yet still no word on when i'll get it back ??","en","0"
"595f593a745dc32c7a70a729","@airfrance worse flight experience in my 30 years of travel history. you cost me $500us thanks to missing my connection. never again.","en","0"
"595f5c32745dc32c7a70a738","@airfrance unacceptable excuse. airlines know holiday seasons are coming &amp; (should) plan capacity according to get… https://t.co/drplyai6zr","en","0"
"595f5dfa745dc32c7a70a73e","just when you think air france can't get any more unprofessional they go and contradict themselves ???? worst airline… https://t.co/otgcz2d5qa","en","0"
"595f6039745dc32c7a70a747","once again inexplicable waits and zero communication from @airfrance. not an employee in sight. many confused/worried customers #cdg","en","0"
"595f60c3745dc32c7a70a749","@airfrance your checkin at orly is a mess right now. security is worse. arrived 3.5 hours early for our flight and may still miss it.","en","0"
"595f6179745dc32c7a70a74b","@rogerhgingerich @airfrance meanwhile their customer service number wouldn't even work from my phone. flying with t… https://t.co/mlqn5k8oua","en","0"
"595f64f2745dc32c7a70a758","@tiffanymyi @airberlin airfrance was transferring my bag from munich to berlin to saarbrucken via airberlin. 2 days… https://t.co/wdi2w8lsfs","en","0"
"595f6815745dc32c7a70a75c","when you arrive over 3 hours early for a flight and still worry you might miss it due to @airfrance mess, check in issues, poor service #cdg","en","0"
"595f68d1745dc32c7a70a75d","traveling with @airfrance . we could not check in yesterday, and now they gave us four separate seats #bravo #travelingwithkids","en","0"
"595f6ec2745dc32c7a70a76a","@delta @airfrance this is ridiculous. now flights that leave after ours are being let through security before us. worst experience ever!!","en","0"
"595f6ed2745dc32c7a70a76b","@airfrance is my flight a0006 going to be delayed?at cdg airport and there are massive q's due to security breach... no one is being let in","en","0"
"595f7317745dc32c7a70a773","now in a sauna of an un-air conditioned plane. this is why people lose their minds on flights. can @airfrance pay for my post-trip therapy?","en","0"
"595f7363745dc32c7a70a774","but really. why is there no air. is that a surcharge now too? @airfrance","en","0"
"595f74e1745dc32c7a70a779","i've seen many stupid things in my time, but the @airfrance check-in system at cdg really takes the biscuit.","en","0"
"595f773c745dc32c7a70a77d","@lisahannigan god not you too, we had 3 pieces go missing off an airfrance flight last night.","en","0"
"595f7c51745dc32c7a70a78c","update on @airfrance being shady ,2 flights i was told my gear was 2 be on have come and gone, no gear. now apparently it'll be here at 5?","en","0"
"595f7ca0745dc32c7a70a78d","@airfrance the reason i'm pissed? i paid 2 have my gear on the ?? i was on. they took it off without tellin me. &amp; n… https://t.co/qlofdmerjh","en","0"
"595f7cca745dc32c7a70a78e","@jamesvmcmorrow @airfrance what the actual fuck?","en","0"
"595f7d19745dc32c7a70a790","@airfrance so now i have 2 rely on borrows &amp; rentals 4 such an important show. sick of apathetic airlines treating… https://t.co/wjipfxv357","en","0"
"595f7de8745dc32c7a70a791","never ever @airfrance after 5 days discution for making me miss my flight ! not even any commercial gesture of compensation ! #worstairline","en","0"
"595f7df7745dc32c7a70a792","over 30 min delay in no air conditioning. extremely stuffy. customers trying to fan themselves. @airfrance just kee… https://t.co/fzxngp4veh","en","0"
"595f7dfc745dc32c7a70a793","ah @airfrance why do you loose people's luggage and not respond to messages and calls to update customers #disappointed @afnewsroom","en","0"
"595f7e6c745dc32c7a70a797","@airfrance this is awful. 2-1/2 hours in the security line and at least 40 mins to go. flight 32 to ny will have no… https://t.co/gl9ol6elmn","en","0"
"595f7efd745dc32c7a70a799","@airfrance wow just announced we'll be stuck here another 40 minutes. this entire trip has been the worst flight experience ever.","en","0"
"595f822d745dc32c7a70a7a1","@airfrance two of your  employees gave me incorrect directions resulting in waiting in the wrong line for 30 mins","en","0"
"595f8292745dc32c7a70a7a2","@airfrance check in took 25 mins. it took so long because the agent was on the phone, with support, learning how to check someone in #rookie","en","0"
"595f8392745dc32c7a70a7a3","@amelbenchikh @airfrance @afnewsroom @airfrance such a disappointment!","en","0"
"595f8bee745dc32c7a70a7bc","never never @airfrance flight delayed and they don’t even care! af1065","en","0"
"595f8cb2745dc32c7a70a7bd","@delta we just got through after 3-1/2 hours. i will never fly through orly again. has tainted delta and airfrance as well.","en","0"
"595f8f8a745dc32c7a70a7c5","nearly missed the flight from paris to wuhan, qué susto de c***s air france!??","en","0"
"595f98b8745dc32c7a70a7df","my baggage has been stuck in the berlin airport for 2 days for no reason. @airfrance @airberlinassist","en","0"
"595f98dd745dc32c7a70a7e0","all anyone seems to be able to do is to send emails - who knows if they actually get read @airfrance @airberlinassist.","en","0"
"595f9957745dc32c7a70a7e3","want to speak to someone in baggage handling at txl directly but when i call they don't answer @airfrance @airberlinassist @berlinairport","en","0"
"595fa953745dc32c7a70a811","@airfrance i hope there can be an update soon! i have delayed traveling to a work meeting because i don't want to m… https://t.co/0pl0ejzdnq","en","0"
"595faf13745dc32c7a70a81e","2/2  and then, there is @airfrance, zero info and no one at the gate 15 mins after the plane should have left. #incompétencealafrançaise","en","0"
"595fb0c8745dc32c7a70a824","@airfrance is the worst! lost baggage for days, awful customer service, heart meds in colleague's bag. fix the problem @airfrance","en","0"
"595fb126745dc32c7a70a827","hey @airfrance @aeroflot my bag didn't make it on my su2463/af4850 flight yesterday and i got no updates re where it is. (1/2)","en","0"
"595fb328745dc32c7a70a82c","being a loyal @skyteam customer, i'm kinda disappointed with your service @aeroflot @airfrance","en","0"
"595fb562745dc32c7a70a831","nearly 24 hours after boarding @airfrance flight at @cdg, i finally get luggage back (which actually arrived 19 hrs ago at @schiphol)! #fail","en","0"
"595fb7a6745dc32c7a70a837","@airfrance i arrived 15mn before the flight at the gate! my suitcase was already out of the aircraft ! #norespect #worstairlines","en","0"
"595fc084745dc32c7a70a848","airfrance is wildin. $3000 economy tix??","en","0"
"595fc084745dc32c7a70a849",".@airfrance &amp; @edi_airport: never had such bad service. you have no idea how many evenings you've ruined for disappointed people!","en","0"
"595fc918745dc32c7a70a857","@airfrance i'm going to miss my flight. i've came to the airport and until now my bag is not out","en","0"
"595fc945745dc32c7a70a859","@airfrance this is really terrible service","en","0"
"595fc9db745dc32c7a70a85c","flying @airfrance @airfranceus for more than 10 years, 7 years from #sfo to #paris never got a reward for my milage… https://t.co/0p1khsvkae","en","0"
"595fd818745dc32c7a70a874","@sambirdracing @airfrance i would never fly with them again, you couldn't get a more incompetent airline!","en","0"
"595fdcc3745dc32c7a70a87d","ive literally never heard of anyone having a good experience with air france","en","0"
"595fddd6745dc32c7a70a882","@airfrance why you used women pictures for advertising? i saw your ads. on adchoices. i regret that.","en","0"
"595fe06c745dc32c7a70a887","arrived one day late to #singapore, they lost my bag, and one week later i still having no news of it. thanks @airfrance &amp; @airfrancesg","en","0"
"595fe494745dc32c7a70a892","this arm twisting tactics from @klm and @airfrance is just how to chase your customers away","en","0"
"595fed0a745dc32c7a70a8b0","@airfrance @jamesvmcmorrow you guys are such a snobby, rude, unsympathetic airline. don't even try this. someone pa… https://t.co/uofzd8fota","en","0"
"59600e8f745dc32c7a70a8f7","imagine working for fuckin airfrance...","en","0"
"59601501745dc32c7a70a901","for my 8 hour flight i asked airfrance for a vegan meal so i would avoid dairy (i'm lactose intolerant) and they gave me pizza.....","en","0"
"59601807745dc32c7a70a905","remind me to never book a flight on @airfrance again","en","0"
"5960199c745dc32c7a70a907","@airfrance flight af019 was supposed to leave over an hr ago &amp; we havent even boarded yet. unacceptable!","en","0"
"59601b1e745dc32c7a70a90c","@ferlanyy @airfrance no way! why?","en","0"
"59601bf7745dc32c7a70a90e","@suzzstravels @airfrance so far its no good, my flight was delayed from 6:25 to 7:55, we were supposed to board at… https://t.co/seq0a8kmkd","en","0"
"59601fa2745dc32c7a70a91c","here's air france la premiere/first class cabin. only 4 seats (there's a full curtain tho) this for 12hour? ?????????? https://t.co/pvgft3izcq","en","0"
"596021a1745dc32c7a70a921","@jeppefrolund &gt;&gt; of the transport (due to a flight delay by klm / air france) with our customer care department via: https://t.co/i5jxqvo1j0","en","0"
"596023a4745dc32c7a70a923","@airfrance unbelievably slow checking in @loganairport!! 1 agent for an entire line, 15 min avg per check in, why?!! waiting with 3 kids!!!","en","0"
"5960246e745dc32c7a70a925","@airfrance unbelievably slow checkin at @loganairports! 1 agent for entire line, 15 min avg per checkin, why?!! waiting 1.5 hrs with 3 kids!","en","0"
"596028ee745dc32c7a70a92b","@kingaquamaan @emirates @emiratessupport for sure ! never ever @airfrance !","en","0"
"59603385745dc32c7a70a93c","hey @lufthansa. my flight is extremely delayed and your staff at jfk gate 7 are incredibly rude. i should've flown @airfrance.","en","0"
"59603feb745dc32c7a70a963","@airfrance your service level on tonight's af019 from jfk is disgraceful. what an unplesant experience so far.","en","0"
"5960401e745dc32c7a70a964","appalling @airfrance service: #delayedflight af0019 4hrs, no word, no water, nobody gave us infant seatbelt for 2hrs. #airfrance","en","0"
"596042e3745dc32c7a70a966","i legit just ate everything the air france lounge had to offer. if it wasn't nailed down, i ate it.","en","0"
"5960491a745dc32c7a70a96b","@jfkairport @airfrance flight 0008 from paris has been sitting on the runway for 98 minutes without a gate after landing. wtf gives?","en","0"
"59604c6b745dc32c7a70a96d","@airfrance still on tarmac, still no news, still no water, disgraceful","en","0"
"59604cbc745dc32c7a70a96e","#airfrance #af019 #dl8276 we are now  seating 3 hours in the plane + 2 hours delay at boarding jfk. no communication, one glass of water!","en","0"
"59604e66745dc32c7a70a970","@airfrance been stuck in jfk airport for an hour+. what's going on?","en","0"
"59604fc2745dc32c7a70a973","@jfkairport @airfrance update: 124 mins. still no gate. over 25% of our flight time sitting on the ground... after… https://t.co/ocyhkcpexh","en","0"
"5960521c745dc32c7a70a975","thanks @delta and @airfrance for great service. hope jfk figures out traffic issues so we don't have to sit for another 2 hours on runway. ??","en","0"
"59605233745dc32c7a70a976","@jfkairport @airfrance @jfkairport final update: 137 mins after landing we're finally at gate. this was traumatizin… https://t.co/pfxt867dgg","en","0"
"59605449745dc32c7a70a979","@jfkairport @airfrance pretty inhumane leaving a full plane on a runway for over 2 hrs. another horrendous af experience. flight 08 cdg&gt;jfk","en","0"
"59605770745dc32c7a70a97e","@allipj29 @delta @airfrance preach. this sucks!","en","0"
"59605d2b745dc32c7a70a986","@delta @airfrance i will not fly either airline again and will continue to make sure everyone knows how absolute sh… https://t.co/w2zsrqzto3","en","0"
"59605d9c745dc32c7a70a987","@delta @airfrance ...they properly address this. we spent nearly $3k on those flights. no meal service on the way t… https://t.co/bvcgfxpvm0","en","0"
"59606071745dc32c7a70a988","@airfranceuk how much pain will air france cause me before this is all over? i have the automated email from you to… https://t.co/nzw1jkgxhx","en","0"
"59606221745dc32c7a70a98a","so, for the first time in my life: i missed a flight. (thanks, airfrance ??)
but thanks to my… https://t.co/towdhsvm45","en","0"
"59606975745dc32c7a70a993","@fly_norwegian air france 2 hrs delay / norwegian 3h30 min delay !","en","0"
"59607866745dc32c7a70a9a2","@airfrance sucksmy luggage was supposed to be here last night and now i'm checking out of my hotel and still don't have my #unacceptable","en","0"
"59607adc745dc32c7a70a9a3","still waiting for my luggage @airfrance #worstcustomerservice#horriblesrevice","en","0"
"59607d23745dc32c7a70a9a9","reasonably confident that united is not the world's worst airline -- that honor belongs to @airfrance","en","0"
"59608ebd745dc32c7a70a9c1","the worst luggage delivery service for @airfrance still hasn't dropped of my bag! which was promised last nigh","en","0"
"59609be5745dc32c7a70a9e2","i hate air france the most tho, very racist staff","en","0"
"59609be5745dc32c7a70a9e3","according to local @airfrance in montpellier, my bag was picked up by delivery person at 9 o'clock last night still not here!!!","en","0"
"59609c90745dc32c7a70a9e5","@airfrance customer service points with no employees in paris!only desk with someone only has 1 person working. been diverted to 4 desks!","en","0"
"59609dc6745dc32c7a70a9e9","@bdutt agree totally - it seems fashionable to abhor ai- my worst experiences have been with air france and qantas-… https://t.co/offdd32gdw","en","0"
"59609e46745dc32c7a70a9eb","@airfrance where's my luggage??! please hire competent people instead of incompetent wants to make your deliveries","en","0"
"5960a070745dc32c7a70a9f5","@karthik_20 @bdutt air france is probably the worst airline i've been on..","en","0"
"5960a4d9745dc32c7a70a9fd","@airfrance put more people on your customer service desks. been in queue for over an hour with a chance i will miss my flight.","en","0"
"5960a553745dc32c7a70a9ff","my taxi driver who has been waiting since 10am but my luggage is still not here@airfrance where's my luggage i can'… https://t.co/64lamzh73s","en","0"
"5960a6eb745dc32c7a70aa03","@airfrance all i need is my seat assigned and no one will help me just diverting us to different places. lack of cu… https://t.co/6ightz3qmv","en","0"
"5960a803745dc32c7a70aa06","@airfrance not without my bags, i don't not trust that your delivery person will come to my next hotel, i am waiting here with my taxi","en","0"
"5960a80a745dc32c7a70aa07","@airfrance your delivery man has had my back since 9 pm last night this is ridiculous","en","0"
"5960af8e745dc32c7a70aa13","@airfrance @kenyaairways flight from paris to nairobi is cancelled and we have no clue what's going on. absolute ch… https://t.co/oxn19wh3eb","en","0"
"5960b1d7745dc32c7a70aa1a","@airfrance flight overbooked, after rude staff we finally got seats but not together. now i have 2 very nervous flyers sat alone-not happy????","en","0"
"5960b24e745dc32c7a70aa1c","at aberdeen for air france flight to paris but no priority check in, ridiculous, further irritant to frequent flier","en","0"
"5960c049745dc32c7a70aa35","my first @airfrance flight in a while, not even boarded and already so rude i remember why i don't fly with you ...","en","0"
"5960c07d745dc32c7a70aa36","@airfrance why was flight af019 5 hours delayed?","en","0"
"5960c1d4745dc32c7a70aa3a","hey @airfrance you suck","en","0"
"5960c3b4745dc32c7a70aa3d","air france why are the passportqueues at cdg2e so ridiculously long? it was like this coming in 2 weeks ago, why lessons not learned?","en","0"
"5960c5c5745dc32c7a70aa42","@airfrance out of last 10 times i've flown with you, you lost my stage gear bags 7 times. how can you be so consistently the fucking worst?","en","0"
"5960d338745dc32c7a70aa66","i will go out of my way to never fly @airfrance again. now over 2 hours delayed with no one explaining why or if we'll have a flight.","en","0"
"5960d4b6745dc32c7a70aa67","@airfrance now flight delayed til at least 4--still no announcement. everyone sitting on the ground in the check in… https://t.co/jhpb4m8qho","en","0"
"5960d6cf745dc32c7a70aa6e","air france af 1370 cdg -&gt; abz ground staff dropping luggage and throwing it onto conveyor 1 person is careful other damaging luggage","en","0"
"5960d97f745dc32c7a70aa72","i told a member of ground crew who responded ""what can i say?"" air france you need to do better forcing cdg to improve its poor standards","en","0"
"5960dc0e745dc32c7a70aa78","7/5 @airfrance had us on tarmac 3 hrs w/ no a/c &amp; little communication. plane so old it had ashtrays. cockroach appeared at end of flight.","en","0"
"5960e14d745dc32c7a70aa99","@airfrance have a look on this!  be more respectful and indulgent with customers #worstairline https://t.co/af5ztk50ax #société via @lepoint","en","0"
"5961e41cc4662d4962480438","the worst flight i am travelling with from frankfurt to paris.. this is really disappointing @airfrance first and l… https://t.co/p0hrt4ij3i","en","0"
"5961ecbbbdec5f4a2dbf1548","@delta @airfrance 3rd big delay in as many flights with air france this week. no explanations, perfect weather.","en","0"
"5961ed22bdec5f4a2dbf1549","@delta @airfrance this time, not even an announcement of delay. no air france employees near gate 35 mins after flight was due to board.","en","0"
"59620817beec944b5ec2d45d","@airfrance claim to have 24/7 available support but takes them days to respond if they respond at all.","en","0"
"59620c93beec944b5ec2d463","@airfrance customer service is awful i'm in a foreign country and nobody from your airline can assist me. so ridiculous!","en","0"
"59621041beec944b5ec2d465","had such an awful morning dealing with @airfrance this morning ?????? nearly 5 hours later and we finally get our flight..","en","0"
"59622b64beec944b5ec2d482","@airfrance my lack of air from overhead vent on business class flight from florence to cdg. so sad https://t.co/ze4um4kgts","en","0"
"59622dc1beec944b5ec2d487","always faithful to its tradition, @airfrance managed again to delay my flight. i think now i've learned my lesson for good.","en","0"
"59622de6beec944b5ec2d488","@airfrance #fail as close to 100 passengers nearly miss connecting flights at #cdg due to delays and poor customer… https://t.co/sjduymtxz8","en","0"
"596233c6beec944b5ec2d48c","@airfrance flight to munich got overbooked. wasted entire day at airport. thanks for ruining the trip. not flying airfrance anymore!","en","0"
"596235adbeec944b5ec2d48d","@airfrance missed connecting flight from nyc, but made it to sofia.  my luggage did not.  there is no info on it.… https://t.co/nvqyjiwaki","en","0"
"596238bcbeec944b5ec2d48f","@airfrance #airfranceflightdelays it is over 5 weeks since i registered a compensation claim for a flight delay of 6 hrs with no response","en","0"
"596254596c50a64eafa656b5","@airfrance @airfranceng @klmnigeria @klm_uk @klm respond to case 10199252001 &amp; refund the money that was dubiously taken from me","en","0"
"596255316c50a64eafa656b7","tell #airfrance to stop shipping #primates to laboratories! #monkey #usa #shinnipponbiomedicallaboratories https://t.co/jkwckrfp76 via @peta","en","0"
"596257156c50a64eafa656bd","why is air france so fucking shitty ?? lmao ????","en","0"
"596257476c50a64eafa656be","@ air france you're making delta look better at the moment","en","0"
"596262156c50a64eafa656e3","@airfrance made a booking for four people and can't board in sao paulo-br because the flight is not recognised!!","en","0"
"5962629e6c50a64eafa656e7","@airfrance no help from provided @airfrance what an outrage!","en","0"
"5962678f4fe31f4f52a01f4d","@delta what's going on @lax? nothing but prbs,bad communication among staff.result=lost luggage with no trace on rerouted flight #airfrance","en","0"
"596269334fe31f4f52a01f58","#worstairport cdg, #worstairline airfrance. can't believe i am even paying for being treated so badly.","en","0"
"596269e14fe31f4f52a01f5a","@airfrance disappointed with a staff member in paris cdg t2 telling off another member of staff right in front of us.not very professional!","en","0"
"59626e014fe31f4f52a01f6f","@airfrance and now my bag is lost","en","0"
"596270d24fe31f4f52a01f78","@airfrance 40 min and no support. extremely disappointed with @airfrance","en","0"
"596271674fe31f4f52a01f79","@airfrance my bag is lost either in tlv or paris. when i called i was told there was no record of me checking a bag","en","0"
"59628dfc4fe31f4f52a01fc4","retard #airfrance https://t.co/9vqhh8b5y7","en","0"
"596297cf4fe31f4f52a0200d","one night in #paris. #airfrance and how they treated #indian passengers when they had indefinite delays: https://t.co/dqr32kddpk","en","0"
"59629d284fe31f4f52a0202a","one week in europe with completely lost bags now, @delta @airfrance hmmm odds that we will get them before we leave wednesday? i'd guess ???","en","0"
